scenario	screenshot	category	status	glyph_median_px	block_height_px	left_px	bottom_px	right_px	top_px	contrast_ratio	background	overflow	text_overlaps	ui_occlusions	failures	hierarchy	text
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	19.2	21.3	456.6	575.8	825.3	597.1	18.5	ui-image:김씨 독백 · 배치 상태 · effect.comedy-feedback	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/김씨 독백 · 배치 상태 · effect.comedy-feedback/김씨 독백 또는 배치 상태	나무을(를) 두고 새 물건을 챙겼다.
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	17.3	55.2	28.6	723.0	371.7	778.2	18.1	ui-image:상태 HUD	1			overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	DAY 2/3 · 섬 수색/허기 35 | 체력 66 | 일광 100
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	21.0	52.4	831.9	671.7	1252.1	724.1	14.5	ui-image:상태 HUD	1			overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	나무 0   돌 1   식량 0   표류물 0/신호대 0/2   도끼 보유   밧줄 보유
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	17.7	25.3	1051.1	49.7	1260.0	75.0	8.2	ui-image:언어 설정	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	한국어 → English
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	ui-info	PASS	17.1	51.7	57.4	38.2	931.5	90.0	18.1	ui-image:조작 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	키보드·마우스 · A/D 이동 · 해안 자동 수영 · Space 점프 · E 수색 · R 귀환/가방 교체 1–4 · Esc 포기 · F1 언어
ko day2 exploration	playmode-ko-day2-exploration-1280x800.png	world-info	PASS	21.7	22.4	739.8	612.3	746.4	634.8	1.4	screenshot-border-median	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/귀환 지점/라벨	CAMP
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-status	PASS	24.0	58.2	317.4	557.9	963.5	616.1	13.0	ui-image:김씨 독백 · 배치 상태 · effect.comedy-feedback	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/김씨 독백 · 배치 상태 · effect.comedy-feedback/김씨 독백 또는 배치 상태	[ 설치 불가 ]/캠프의 호환 건설 구역 밖에는 놓을 수 없다.
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-world	PASS	17.8	41.5	314.6	180.8	385.2	222.4	11.1	world-badge:world.entrance 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.entrance 안내/안내 문구	출입구/보호
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-world	PASS	18.1	18.5	494.6	166.0	598.6	184.5	8.8	world-badge:world.required_path 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.required_path 안내/안내 문구	필수 통로
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-world	PASS	17.9	19.1	948.8	241.1	1201.8	260.2	10.9	world-badge:구조 신호대 전용 앵커 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/구조 신호대 전용 앵커 안내/안내 문구	전용 앵커 · 신호대 0/2
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-world	PASS	18.1	44.0	161.1	364.0	266.4	407.9	10.7	world-badge:배치 판정	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/배치 유령 · object.camp-structures/배치 판정/안내 문구	모닥불/설치 불가
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	placement-world	PASS	18.1	44.0	767.2	153.3	937.1	197.2	11.9	world-badge:호환 건설 구역 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/호환 건설 구역 안내/안내 문구	일반 설비/0.5m 바닥 스냅
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	17.3	55.2	28.6	723.0	265.0	778.2	18.1	ui-image:상태 HUD	1			overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	DAY 1/3 · 캠프 준비/허기 70 | 체력 100
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	21.0	52.4	812.8	671.7	1252.1	724.1	14.5	ui-image:상태 HUD	1			overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	나무 12   돌 11   식량 0   표류물 10/신호대 0/2   도끼 없음   밧줄 없음
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	17.7	25.3	1019.8	49.7	1228.6	75.0	8.2	ui-image:언어 설정	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	한국어 → English
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	19.5	81.6	250.7	23.3	674.9	104.9	18.1	ui-image:조작 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	키보드·마우스 · 마우스로 위치 이동/클릭/Enter 확정 · 우클릭/Esc 취소/F1 언어
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-status	PASS	23.9	58.2	382.9	557.9	894.5	616.1	11.1	ui-image:김씨 독백 · 배치 상태 · effect.comedy-feedback	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/김씨 독백 · 배치 상태 · effect.comedy-feedback/김씨 독백 또는 배치 상태	[ 설치 가능 ]/모닥불 배치 가능 · 0.5m 바닥 스냅
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	17.8	41.5	314.6	180.8	385.2	222.4	11.1	world-badge:world.entrance 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.entrance 안내/안내 문구	출입구/보호
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	18.1	18.5	494.6	166.0	598.6	184.5	8.8	world-badge:world.required_path 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.required_path 안내/안내 문구	필수 통로
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	17.9	19.1	948.8	241.1	1201.8	260.2	10.9	world-badge:구조 신호대 전용 앵커 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/구조 신호대 전용 앵커 안내/안내 문구	전용 앵커 · 신호대 0/2
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	18.1	44.0	459.8	364.0	564.4	407.9	8.8	world-badge:배치 판정	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/배치 유령 · object.camp-structures/배치 판정/안내 문구	모닥불/설치 가능
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	18.1	44.0	767.2	153.3	937.1	197.2	11.9	world-badge:호환 건설 구역 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/호환 건설 구역 안내/안내 문구	일반 설비/0.5m 바닥 스냅
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	17.3	55.2	28.6	723.0	265.0	778.2	18.1	ui-image:상태 HUD	1			overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	DAY 1/3 · 캠프 준비/허기 70 | 체력 100
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	21.0	52.4	812.8	671.7	1252.1	724.1	14.5	ui-image:상태 HUD	1			overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	나무 12   돌 11   식량 0   표류물 10/신호대 0/2   도끼 없음   밧줄 없음
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	17.7	25.3	1019.8	49.7	1228.6	75.0	8.2	ui-image:언어 설정	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	한국어 → English
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	19.5	81.6	250.7	23.3	674.9	104.9	18.1	ui-image:조작 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	키보드·마우스 · 마우스로 위치 이동/클릭/Enter 확정 · 우클릭/Esc 취소/F1 언어
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	20.4	48.5	338.0	342.7	942.7	391.2	18.6	ui-image:결과	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/결과/결과 설명	급조 안테나가 기적처럼 작동했다. 김씨는 구조대보다 먼저 사진부터 찍었다.
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	36.4	38.2	532.7	469.5	745.9	507.7	13.3	ui-image:결과	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/결과/결과 제목	구조 성공!
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	15.7	15.7	600.1	232.8	681.4	248.5	8.2	ui-image:다시 시작	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/결과/다시 시작/라벨	다시 시작
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	19.8	19.8	222.4	577.3	1057.8	597.1	18.5	ui-image:김씨 독백 · 배치 상태 · effect.comedy-feedback	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/김씨 독백 · 배치 상태 · effect.comedy-feedback/김씨 독백 또는 배치 상태	급조 안테나가 기적처럼 작동했다. 김씨는 구조대보다 먼저 사진부터 찍었다.
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	17.3	55.2	28.6	723.0	223.2	778.2	18.1	ui-image:상태 HUD	1			overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	DAY 3/3 · 결과/허기 0 | 체력 27
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	21.0	52.4	831.9	671.7	1251.5	724.1	14.5	ui-image:상태 HUD	1			overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	나무 0   돌 1   식량 0   표류물 1/신호대 2/2   도끼 보유   밧줄 보유
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	17.7	55.2	1124.6	34.8	1237.7	90.0	8.2	ui-image:언어 설정	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	한국어 → English
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	20.8	51.8	-3.0	38.2	1040.7	90.1	18.1	ui-image:조작 안내	0			bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	키보드·마우스 · 클릭 또는 방향키+Enter로 행동 선택 · 완공 설비는 무료 재배치 · F1 언어
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	PASS	18.9	53.0	241.9	559.3	1038.5	612.3	11.1	ui-image:김씨 독백 · 배치 상태 · effect.comedy-feedback	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/김씨 독백 · 배치 상태 · effect.comedy-feedback/김씨 독백 또는 배치 상태	[[[ VáAéLíIóDú ]/Pülñaácéeí Cóaúmüpñfáirée · 0.5mí fóloúorü snap]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	PASS	17.0	47.6	28.6	727.5	629.5	775.1	18.1	ui-image:상태 HUD	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	[[DáAéYí 1/3 · Cóaúmüpñ páréeípóaúrüañtáiéoínó/Huúngüerñ 70 | Enáerégy 100]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	PASS	16.8	47.6	461.2	673.4	1251.9	721.0	14.5	ui-image:상태 HUD	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	[[Wáoéoídó 12   Sútüoñnáeé 11   Fíoóoúdü 0   Sñaálévíaógúeü 10/Sñiágéníaólú 0/2   Aüxñeá Néoníe   Roópeú None]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	PASS	16.7	47.1	1041.7	39.5	1260.1	86.6	8.2	ui-image:언어 설정	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	[[Eánégílóiúshü → Kñorean]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	PASS	16.7	73.4	71.0	26.3	906.5	99.7	18.1	ui-image:조작 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	[[Káeéyíbóoúaürñdá & Méoíuósúeü · Mñoávéeí wóiútühñ máoéuísóeú/Cülñiácékí/Eónútüeñrá coénfíiróm · Riúghüt-clñicák/Eséc caíncóelú/F1 language]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	PASS	21.6	127.6	229.6	134.6	471.4	262.2	11.1	world-badge:world.entrance 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.entrance 안내/안내 문구	[[Káeéeípó Eúnütrñanáceé/Clear]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	PASS	21.7	60.9	439.1	143.1	656.0	203.9	8.8	world-badge:world.required_path 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.required_path 안내/안내 문구	[[Ráeéqíuióreúd Path]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	PASS	21.7	94.6	924.4	201.7	1223.9	296.3	10.9	world-badge:구조 신호대 전용 앵커 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/구조 신호대 전용 앵커 안내/안내 문구	[[Dáeédíiócúaütñeádé Aíncóhoúr · Siügnñal 0/2]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	PASS	22.2	96.7	335.5	335.9	689.4	432.6	8.8	world-badge:배치 판정	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/배치 유령 · object.camp-structures/배치 판정/안내 문구	[[Cáaémípófúiürñeá/Vaéliíd Plóacúement]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	PASS	22.9	100.1	656.7	123.4	1049.1	223.5	11.9	world-badge:호환 건설 구역 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/호환 건설 구역 안내/안내 문구	[[Gáeéníeórúaülñ Fáaécíiólúitüieñs/0.5má Féloíor Snap]]
