scenario	screenshot	category	status	glyph_median_px	block_height_px	left_px	bottom_px	right_px	top_px	contrast_ratio	background	overflow	text_overlaps	ui_occlusions	failures	hierarchy	text
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	17.7	44.2	996.2	728.3	1366.9	772.6	14.5	ui-image:상태 HUD	0			bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	나무 12   돌 11   식량 1   표류물 10/신호대 0/2   도끼 없음   밧줄 없음
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	12.7	18.2	1166.9	32.2	1317.0	50.4	8.2	ui-image:언어 설정	0			bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	한국어 → English
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	15.2	17.7	122.4	33.4	881.9	51.2	18.1	ui-image:조작 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	키보드·마우스 · 마우스로 위치 이동 · 클릭/Enter 확정 · 우클릭/Esc 취소 · F1 언어
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-status	PASS	21.2	51.7	411.5	629.2	866.3	681.0	11.1	ui-image:김씨 독백 · 배치 상태 · effect.comedy-feedback	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/김씨 독백 · 배치 상태 · effect.comedy-feedback/김씨 독백 또는 배치 상태	[ 설치 가능 ]/모닥불 배치 가능 · 0.5m 바닥 스냅
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	FAIL	14.9	15.7	321.3	146.3	429.6	162.0	11.1	world-badge:world.entrance 안내	0			height	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.entrance 안내/안내 문구	출입구 보호
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	FAIL	15.2	15.5	596.9	146.3	683.9	161.8	8.8	world-badge:world.required_path 안내	0			height	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.required_path 안내/안내 문구	필수 통로
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	FAIL	15.0	16.0	1148.6	241.3	1360.4	257.3	10.9	world-badge:구조 신호대 전용 앵커 안내	0			height,bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/구조 신호대 전용 앵커 안내/안내 문구	전용 앵커 · 신호대 0/2
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	FAIL	15.2	36.8	468.3	287.1	555.9	323.9	8.8	world-badge:배치 판정	0			height	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/배치 유령 · object.camp-structures/배치 판정/안내 문구	모닥불/설치 가능
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	FAIL	15.0	15.5	756.9	146.3	1009.3	161.8	11.9	world-badge:호환 건설 구역 안내	0			height	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/호환 건설 구역 안내/안내 문구	일반 설비 · 0.5m 바닥 스냅
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	16.2	51.7	-86.2	723.2	135.4	774.9	18.1	ui-image:상태 HUD	0			bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	DAY 1/3 · 캠프 준비/허기 75 | 체력 100
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	17.7	44.2	996.2	728.3	1366.9	772.6	14.5	ui-image:상태 HUD	0			bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	나무 12   돌 11   식량 1   표류물 10/신호대 0/2   도끼 없음   밧줄 없음
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	12.7	18.2	1166.9	32.2	1317.0	50.4	8.2	ui-image:언어 설정	0			bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	한국어 → English
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	15.2	17.7	122.4	33.4	881.9	51.2	18.1	ui-image:조작 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	키보드·마우스 · 마우스로 위치 이동 · 클릭/Enter 확정 · 우클릭/Esc 취소 · F1 언어
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	20.4	48.5	338.0	342.7	942.7	391.2	18.6	ui-image:결과	0	world-info:빗물받이/↔ 무료 재배치=53.4%		none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/결과/결과 설명	급조 안테나가 기적처럼 작동했다. 김씨는 구조대보다 먼저 사진부터 찍었다.
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	36.4	38.2	532.7	469.5	745.9	507.7	13.3	ui-image:결과	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/결과/결과 제목	구조 성공!
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	15.7	15.7	600.1	232.8	681.4	248.5	8.2	ui-image:다시 시작	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/결과/다시 시작/라벨	다시 시작
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	19.8	19.8	222.4	645.3	1057.8	665.1	18.5	ui-image:김씨 독백 · 배치 상태 · effect.comedy-feedback	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/김씨 독백 · 배치 상태 · effect.comedy-feedback/김씨 독백 또는 배치 상태	급조 안테나가 기적처럼 작동했다. 김씨는 구조대보다 먼저 사진부터 찍었다.
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	16.2	51.7	-86.2	723.2	109.8	774.9	18.1	ui-image:상태 HUD	0			bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	DAY 3/3 · 결과/허기 25 | 체력 62
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	17.7	44.2	1012.3	728.3	1366.4	772.6	14.5	ui-image:상태 HUD	0			bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	나무 0   돌 1   식량 1   표류물 1/신호대 2/2   도끼 보유   밧줄 보유
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	12.7	18.2	1166.9	32.2	1317.0	50.4	8.2	ui-image:언어 설정	0			bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	한국어 → English
ko rescue result	playmode-ko-rescue-result-1280x800.png	ui-info	PASS	16.3	17.1	84.3	34.0	920.1	51.1	18.1	ui-image:조작 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	키보드·마우스 · 클릭 또는 방향키+Enter로 행동 선택 · 완공 설비는 무료 재배치 · F1 언어
ko rescue result	playmode-ko-rescue-result-1280x800.png	world-info	PASS	15.2	36.8	444.2	285.7	578.2	322.5	17.8	world-badge:Campfire 재배치 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/Campfire · object.camp-structures/Campfire 재배치 안내/안내 문구	모닥불/↔ 무료 재배치
ko rescue result	playmode-ko-rescue-result-1280x800.png	world-info	PASS	15.3	36.8	870.8	342.6	1004.9	379.4	17.8	world-badge:RainCollector 재배치 안내	0	ui-info:급조 안테나가 기적처럼 작동했다. 김씨는 구조대보다 먼저 사진부터 찍었다.=53.4%		none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/RainCollector · object.camp-structures/RainCollector 재배치 안내/안내 문구	빗물받이/↔ 무료 재배치
ko rescue result	playmode-ko-rescue-result-1280x800.png	world-info	PASS	15.5	36.8	700.2	307.0	834.2	343.8	17.8	world-badge:Workbench 재배치 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/Workbench · object.camp-structures/Workbench 재배치 안내/안내 문구	작업대/↔ 무료 재배치
ko rescue result	playmode-ko-rescue-result-1280x800.png	world-info	PASS	14.9	15.7	321.3	146.3	429.6	162.0	11.1	world-badge:world.entrance 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.entrance 안내/안내 문구	출입구 보호
ko rescue result	playmode-ko-rescue-result-1280x800.png	world-info	PASS	15.2	15.5	596.9	146.3	683.9	161.8	8.8	world-badge:world.required_path 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.required_path 안내/안내 문구	필수 통로
ko rescue result	playmode-ko-rescue-result-1280x800.png	world-info	PASS	15.0	16.0	1148.6	241.3	1360.4	257.3	10.9	world-badge:구조 신호대 전용 앵커 안내	0			bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/구조 신호대 전용 앵커 안내/안내 문구	전용 앵커 · 신호대 2/2
ko rescue result	playmode-ko-rescue-result-1280x800.png	world-info	PASS	15.0	15.5	756.9	146.3	1009.3	161.8	11.9	world-badge:호환 건설 구역 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/호환 건설 구역 안내/안내 문구	일반 설비 · 0.5m 바닥 스냅
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	PASS	16.8	47.1	286.1	630.5	994.2	677.6	11.1	ui-image:김씨 독백 · 배치 상태 · effect.comedy-feedback	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/김씨 독백 · 배치 상태 · effect.comedy-feedback/김씨 독백 또는 배치 상태	[[[ VáAéLíIóDú ]/Pülñaácéeí Cóaúmüpñfáirée · 0.5mí fóloúorü snap]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	FAIL	15.8	44.6	-86.2	727.4	477.2	772.0	18.1	ui-image:상태 HUD	0			height,bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	[[DáAéYí 1/3 · Cóaúmüpñ páréeípóaúrüañtáiéoínó/Huúngüerñ 75 | Enáerégy 100]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	FAIL	14.2	62.0	731.3	718.9	1366.8	780.8	14.5	ui-image:상태 HUD	1			height,bounds,overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	[[Wáoéoídó 12   Sútüoñnáeé 11   Fíoóoúdü 1   Sñaálévíaógúeü 10/Sñiágéníaólú 0/2   Aüxñeá Néoníe   Roópeú None]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	FAIL	12.0	33.9	1163.8	24.9	1320.7	58.8	8.2	ui-image:언어 설정	0			height,bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	[[Eánégílóiúshü → Kñorean]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	FAIL	13.1	37.2	-46.6	23.1	1053.4	60.3	18.1	ui-image:조작 안내	0			height,bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	[[Káeéyíbóoúaürñdá & Méoíuósúeü · Mñoávéeí wóiútühñ máoéuísóeú · Cülñiácékí/Eónútüeñrá céoínfóirúm · Riüghñt-cláicék/Esíc caóncúelü · F1 language]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	FAIL	8.7	37.8	322.8	134.7	428.6	172.6	11.1	world-badge:world.entrance 안내	0			height	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.entrance 안내/안내 문구	[[Káeéeípó Eúnütrñanáceé Clear]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	FAIL	11.9	33.5	563.1	136.5	716.8	170.0	8.8	world-badge:world.required_path 안내	0			height	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.required_path 안내/안내 문구	[[Ráeéqíuióreúd Path]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	FAIL	11.2	31.7	1133.7	233.0	1373.9	264.7	10.9	world-badge:구조 신호대 전용 앵커 안내	0			height,bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/구조 신호대 전용 앵커 안내/안내 문구	[[Dáeédíiócúaütñeádé Aíncóhoúr · Siügnñal 0/2]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	FAIL	12.0	33.7	405.3	288.0	617.5	321.7	8.8	world-badge:배치 판정	0			height	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/배치 유령 · object.camp-structures/배치 판정/안내 문구	[[Cáaémípófúiürñeá/Vaéliíd Plóacúement]]
qps-long placement valid	playmode-qps-long-placement-1280x800.png	pseudo-long	FAIL	9.8	27.7	738.0	139.7	1028.9	167.4	11.9	world-badge:호환 건설 구역 안내	0			height	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/호환 건설 구역 안내/안내 문구	[[Gáeéníeórúaülñ Fáaécíiólúiütñieás · 0.5mé Fíloóor Snap]]
